t,level,bass,mid,treble,flux,argmax
5.08517,0.14256,0.6800,0.3809,0.3023,0.00050,1
5.09678,0.14027,0.5975,0.3526,0.2643,0.00079,0
5.10839,0.12779,0.6092,0.3483,0.2160,0.00814,0
5.12,0.10889,0.6441,0.3414,0.1422,0.00996,1
5.13161,0.09598,0.6360,0.3310,0.0395,0.00162,1
5.14322,0.09113,0.6002,0.3362,0.0128,0.00282,1
5.15483,0.08956,0.6264,0.3372,0.0125,0.00673,1
5.16644,0.08549,0.6447,0.3355,0.0121,0.00599,1
5.17805,0.07809,0.6440,0.3351,0.0118,0.00264,1
5.18966,0.06871,0.6313,0.3376,0.0115,0.00210,1
5.20127,0.06023,0.6062,0.3640,0.0149,0.01131,1
5.21288,0.06914,0.6047,0.4406,0.1915,0.11310,1
5.22449,0.07327,0.7219,0.5217,0.3438,0.12145,1
5.2361,0.08146,0.7867,0.5626,0.4238,0.06432,4
5.24771,0.08725,0.8191,0.5842,0.4623,0.03164,7
5.25932,0.09126,0.8219,0.5845,0.4744,0.00961,8
5.27093,0.09548,0.8037,0.5605,0.4687,0.00106,8
5.28254,0.09837,0.7837,0.5054,0.4459,0.00059,8
5.29415,0.10083,0.7611,0.4802,0.4141,0.00244,8
5.30576,0.09187,0.7265,0.4660,0.3847,0.00051,8
5.31737,0.08646,0.6998,0.4528,0.3544,0.00253,8
5.32898,0.07808,0.6683,0.4137,0.3210,0.00085,8
5.34059,0.07241,0.6288,0.3760,0.2858,0.00071,8
5.3522,0.06796,0.6224,0.3794,0.2433,0.00438,8
5.36381,0.06353,0.6150,0.3610,0.1827,0.00056,8
5.37542,0.05852,0.6046,0.3484,0.0968,0.00160,8
5.38703,0.05518,0.5960,0.3493,0.0188,0.00137,8
5.39864,0.05151,0.5883,0.3372,0.0164,0.00056,8
5.41025,0.04987,0.5800,0.3415,0.0159,0.00324,8
5.42186,0.04643,0.5719,0.3321,0.0156,0.00070,8
5.43347,0.04447,0.5605,0.3363,0.0151,0.00210,8
5.44508,0.04240,0.5519,0.3378,0.0146,0.00113,8
5.45669,0.09262,0.5642,0.3929,0.0682,0.04850,8
5.4683,0.14057,0.7257,0.5650,0.3469,0.22010,8
5.47991,0.17113,0.8236,0.6425,0.4659,0.10081,8
5.49152,0.19123,0.8717,0.6833,0.5277,0.05209,8
5.50313,0.20288,0.9122,0.6934,0.5590,0.02643,6
5.51474,0.21455,0.9387,0.6809,0.5626,0.00919,6
5.52635,0.22411,0.9330,0.6529,0.5512,0.00290,6
5.53796,0.22836,0.8867,0.6255,0.5256,0.00171,1
5.54957,0.21910,0.8371,0.5816,0.5023,0.00125,0
5.56118,0.19497,0.8235,0.5614,0.4794,0.00228,0
5.57279,0.17281,0.7971,0.5459,0.4605,0.00124,0
5.5844,0.15417,0.8040,0.5281,0.4372,0.00261,0
5.59601,0.14002,0.7976,0.5111,0.4147,0.00145,0
5.60762,0.12595,0.7846,0.4965,0.3851,0.00078,1
5.61923,0.10907,0.7915,0.4830,0.3588,0.00232,1
5.63084,0.10292,0.7775,0.4652,0.3393,0.00108,1
5.64245,0.09026,0.7743,0.4388,0.3221,0.00195,1
5.65406,0.08455,0.7729,0.4301,0.3014,0.00261,1
5.66567,0.07776,0.7513,0.4421,0.2820,0.00718,1
5.67728,0.07003,0.7574,0.4281,0.2604,0.00328,1
5.68889,0.06789,0.7440,0.4232,0.2358,0.00306,1
5.7005,0.06040,0.7384,0.4020,0.2033,0.00108,1
5.71211,0.07410,0.7398,0.4412,0.1969,0.02011,1
5.72372,0.08335,0.7315,0.5008,0.3501,0.09507,1
5.73533,0.09239,0.7682,0.5514,0.4341,0.06401,1
5.74694,0.09758,0.8075,0.5659,0.4744,0.03220,1
5.75855,0.09843,0.8147,0.5591,0.4862,0.00930,1
5.77016,0.10177,0.7961,0.5378,0.4763,0.00104,1
5.78177,0.10401,0.7451,0.4889,0.4502,0.00073,4
5.79338,0.10607,0.7086,0.4748,0.4167,0.00190,4
5.80499,0.09684,0.7097,0.4608,0.3861,0.00211,4
5.8166,0.08765,0.6950,0.4397,0.3550,0.00037,4
5.82821,0.07773,0.6735,0.3936,0.3230,0.00042,4
5.83982,0.07146,0.6308,0.3670,0.2888,0.00331,4
5.85143,0.06786,0.6156,0.3343,0.2480,0.00014,4
5.86304,0.06426,0.6057,0.3198,0.1920,0.00083,4
5.87465,0.05885,0.5986,0.3111,0.1100,0.00172,4
5.88626,0.05487,0.5893,0.3141,0.0218,0.00189,4
5.89787,0.05270,0.5831,0.3161,0.0165,0.00198,4
5.90948,0.05078,0.5759,0.3154,0.0160,0.00169,4
5.92109,0.04692,0.5665,0.3145,0.0155,0.00110,4
5.9327,0.04420,0.5594,0.3184,0.0151,0.00197,4
5.94431,0.04339,0.5490,0.3114,0.0147,0.00029,4
5.95592,0.07186,0.5764,0.3846,0.0462,0.04842,4
5.96753,0.10277,0.7128,0.5157,0.2577,0.17010,4
5.97914,0.12051,0.7691,0.5998,0.3729,0.09578,7
5.99075,0.13288,0.8198,0.6468,0.4367,0.05557,8
6.00236,0.14012,0.8611,0.6599,0.4691,0.02757,8
6.01397,0.15561,0.8959,0.6422,0.4762,0.01112,8
6.02558,0.17165,0.8925,0.6007,0.4659,0.00186,0
6.03719,0.18187,0.8483,0.5358,0.4410,0.00026,0
6.0488,0.17535,0.7878,0.4495,0.4084,0.00076,0
6.06041,0.16026,0.7473,0.4169,0.3754,0.00345,0
6.07202,0.14949,0.7194,0.3941,0.3426,0.00045,1
6.08363,0.14254,0.6857,0.3767,0.3097,0.00061,1
6.09524,0.14023,0.6169,0.3568,0.2748,0.00132,0
6.10685,0.12825,0.5960,0.3371,0.2271,0.00336,0
6.11846,0.11004,0.6437,0.3229,0.1571,0.01089,1
6.13007,0.09563,0.6386,0.3136,0.0650,0.00287,1
6.14168,0.09070,0.6032,0.3118,0.0167,0.00186,1
6.15329,0.09015,0.6205,0.3209,0.0162,0.00787,1
6.1649,0.08601,0.6419,0.3227,0.0158,0.00677,1
6.17651,0.07956,0.6441,0.3273,0.0154,0.00457,1
6.18812,0.06940,0.6344,0.3244,0.0149,0.00051,1
6.19973,0.06024,0.6089,0.3408,0.0159,0.00710,1
6.21134,0.06498,0.6085,0.4254,0.1684,0.10493,1
6.22295,0.07078,0.7095,0.5171,0.3358,0.12940,1
6.23456,0.08049,0.7801,0.5665,0.4182,0.06908,4
6.24617,0.08618,0.8165,0.5889,0.4605,0.03471,6
6.25778,0.09077,0.8230,0.5875,0.4731,0.01029,8
6.26939,0.09482,0.8064,0.5601,0.4684,0.00245,8
6.281,0.09797,0.7856,0.5142,0.4436,0.00028,8
6.29261,0.10021,0.7658,0.4705,0.4137,0.00066,8
6.30422,0.09427,0.7248,0.4707,0.3841,0.00321,8
6.31583,0.08793,0.7039,0.4554,0.3566,0.00150,8
6.32744,0.07905,0.6742,0.4181,0.3226,0.00054,8
6.33905,0.07219,0.6318,0.3957,0.2823,0.00194,8
6.35066,0.06798,0.6232,0.3839,0.2409,0.00168,8
6.36227,0.06243,0.6153,0.3645,0.1851,0.00099,8
6.37388,0.05919,0.6074,0.3690,0.1036,0.00353,8
6.38549,0.05468,0.5973,0.3540,0.0206,0.00004,8
6.3971,0.05249,0.5879,0.3498,0.0128,0.00050,8
6.40871,0.04955,0.5793,0.3555,0.0124,0.00282,8
6.42032,0.04753,0.5711,0.3437,0.0121,0.00095,8
6.43193,0.04499,0.5634,0.3491,0.0117,0.00444,8
6.44354,0.04328,0.5538,0.3374,0.0113,0.00020,8
6.45515,0.06691,0.5662,0.3816,0.0397,0.03276,8
6.46676,0.13371,0.7093,0.5355,0.3206,0.21281,8
6.47837,0.17032,0.8123,0.6349,0.4537,0.11588,6
6.48998,0.19184,0.8674,0.6834,0.5228,0.05938,8
6.50159,0.20313,0.9069,0.6984,0.5574,0.02880,6
6.5132,0.21519,0.9384,0.6870,0.5662,0.01167,6
6.52481,0.22335,0.9370,0.6536,0.5530,0.00265,6
6.53642,0.22837,0.8947,0.6095,0.5318,0.00051,1
6.54803,0.22714,0.8492,0.5703,0.5115,0.00137,0
6.55964,0.19988,0.8211,0.5393,0.4902,0.00194,0
6.57125,0.17237,0.8041,0.5291,0.4655,0.00209,0
6.58286,0.15376,0.8019,0.5225,0.4369,0.00284,0
6.59447,0.13974,0.8013,0.5051,0.4118,0.00300,0
6.60608,0.12529,0.7833,0.4852,0.3878,0.00041,1
6.61769,0.11130,0.7931,0.4604,0.3654,0.00329,1
6.6293,0.10342,0.7812,0.4560,0.3416,0.00218,1
6.64091,0.09443,0.7708,0.4448,0.3189,0.00132,1
6.65252,0.08455,0.7727,0.4289,0.2972,0.00374,1
6.66413,0.08127,0.7523,0.4138,0.2807,0.00232,1
6.67574,0.06982,0.7566,0.4011,0.2656,0.00576,1
6.68735,0.06870,0.7483,0.3912,0.2414,0.00337,1
6.69896,0.05963,0.7362,0.3818,0.2093,0.00115,1
6.71057,0.07299,0.7420,0.4204,0.1824,0.01637,1
6.72218,0.08281,0.7279,0.4884,0.3284,0.09282,1
6.73379,0.09034,0.7583,0.5392,0.4197,0.06660,1
6.7454,0.09608,0.8039,0.5614,0.4662,0.03888,1
6.75701,0.09898,0.8150,0.5652,0.4831,0.01336,1
6.76862,0.10146,0.8002,0.5372,0.4737,0.00108,1
6.78023,0.10377,0.7542,0.4854,0.4508,0.00076,4
6.79184,0.10588,0.7078,0.4680,0.4175,0.00290,4
6.80345,0.09819,0.7113,0.4621,0.3870,0.00596,4
6.81506,0.08800,0.6979,0.4490,0.3546,0.00077,4
6.82667,0.08038,0.6759,0.4101,0.3220,0.00040,4
6.83828,0.07366,0.6369,0.3696,0.2849,0.00073,4
6.84989,0.06814,0.6168,0.3405,0.2414,0.00004,4
6.8615,0.06392,0.6102,0.3373,0.1849,0.00288,4
6.87311,0.06027,0.6023,0.3294,0.1081,0.00078,4
6.88472,0.05573,0.5940,0.3294,0.0211,0.00135,4
6.89633,0.05260,0.5853,0.3261,0.0094,0.00031,4
6.90794,0.04997,0.5760,0.3199,0.0090,0.00034,4
6.91955,0.04669,0.5691,0.3211,0.0087,0.00129,4
6.93116,0.04472,0.5583,0.3132,0.0084,0.00015,4
6.94277,0.04296,0.5474,0.3102,0.0082,0.00043,4
6.95438,0.04375,0.5685,0.3750,0.0298,0.03880,4
6.96599,0.10018,0.6973,0.5019,0.2312,0.16289,4
6.9776,0.11799,0.7575,0.6043,0.3670,0.11346,6
6.98921,0.13162,0.8176,0.6537,0.4343,0.05980,8
7.00082,0.13992,0.8525,0.6722,0.4680,0.02876,8
7.01243,0.15281,0.8940,0.6594,0.4769,0.01276,8
7.02404,0.17010,0.8948,0.6212,0.4623,0.00221,0
7.03565,0.18001,0.8580,0.5481,0.4353,0.00000,0
7.04726,0.18418,0.7910,0.4656,0.4027,0.00060,0
7.05887,0.16090,0.7517,0.4197,0.3703,0.00436,0
7.07048,0.15040,0.7223,0.3881,0.3391,0.00110,1
7.08209,0.14160,0.6898,0.3693,0.3063,0.00129,1
7.0937,0.13949,0.6257,0.3517,0.2705,0.00172,0
7.10531,0.13068,0.5800,0.3544,0.2227,0.00700,0
7.11692,0.11198,0.6438,0.3425,0.1571,0.01318,1
7.12853,0.09792,0.6454,0.3408,0.0685,0.00337,1
7.14014,0.09159,0.6126,0.3301,0.0130,0.00196,1
7.15175,0.09059,0.6113,0.3196,0.0126,0.00066,1
7.16336,0.08775,0.6381,0.3170,0.0122,0.00783,1
7.17497,0.08195,0.6423,0.3202,0.0119,0.00442,1
7.18658,0.07171,0.6351,0.3281,0.0116,0.00419,1
7.19819,0.06070,0.6128,0.3202,0.0111,0.00145,1
7.2098,0.06445,0.6148,0.4183,0.1164,0.08808,1
7.22141,0.07121,0.6958,0.5031,0.3112,0.13640,1
7.23302,0.08088,0.7736,0.5635,0.4053,0.08001,4
7.24463,0.08652,0.8133,0.5924,0.4550,0.04069,6
7.25624,0.09068,0.8243,0.5933,0.4740,0.01325,8
7.26785,0.09470,0.8098,0.5726,0.4729,0.00189,8
7.27946,0.09774,0.7868,0.5215,0.4547,0.00005,8
7.29107,0.09997,0.7700,0.4687,0.4213,0.00054,8
7.30268,0.09412,0.7248,0.4553,0.3930,0.00120,8
7.31429,0.08822,0.7084,0.4471,0.3622,0.00324,8
7.3259,0.07836,0.6783,0.4202,0.3305,0.00072,8
7.33751,0.07291,0.6370,0.3900,0.2983,0.00118,8
7.34912,0.06813,0.6231,0.3823,0.2574,0.00110,8
7.36073,0.06411,0.6148,0.3725,0.2050,0.00088,8
7.37234,0.05953,0.6065,0.3616,0.1280,0.00199,8
7.38395,0.05657,0.5986,0.3401,0.0287,0.00039,8
7.39556,0.05382,0.5895,0.3453,0.0165,0.00412,8
7.40717,0.05043,0.5800,0.3370,0.0161,0.00120,8
7.41878,0.04740,0.5723,0.3424,0.0156,0.00267,8
7.43039,0.04568,0.5643,0.3386,0.0152,0.00031,8
7.442,0.04303,0.5563,0.3247,0.0148,0.00008,8
7.45361,0.04143,0.5635,0.3666,0.0305,0.02585,8
7.46522,0.12448,0.6880,0.5281,0.2904,0.20092,8
7.47683,0.16700,0.7990,0.6210,0.4358,0.12099,6
7.48844,0.18842,0.8602,0.6675,0.5128,0.06375,8
7.50005,0.20059,0.8993,0.6854,0.5530,0.03295,6
7.51166,0.21278,0.9344,0.6822,0.5671,0.01592,6
7.52327,0.21823,0.9385,0.6577,0.5596,0.00439,6
7.53488,0.22585,0.9027,0.6249,0.5399,0.00134,1
7.54649,0.22902,0.8542,0.5833,0.5150,0.00051,0
7.5581,0.20300,0.8194,0.5575,0.4909,0.00104,0
7.56971,0.17129,0.8080,0.5367,0.4658,0.00163,0
7.58132,0.15418,0.7955,0.5210,0.4430,0.00102,0
7.59293,0.13900,0.8031,0.5146,0.4210,0.00505,0
7.60454,0.12502,0.7820,0.5042,0.3950,0.00140,1
7.61615,0.11681,0.7938,0.4921,0.3663,0.00394,1
7.62776,0.10398,0.7825,0.4812,0.3443,0.00084,1
7.63937,0.09905,0.7660,0.4707,0.3260,0.00192,1
7.65098,0.08564,0.7713,0.4511,0.3076,0.00485,1
7.66259,0.08404,0.7563,0.4387,0.2821,0.00299,1
7.6742,0.07132,0.7590,0.4306,0.2590,0.00390,1
7.6858,0.06935,0.7510,0.4128,0.2402,0.00084,1
7.69741,0.06136,0.7363,0.4061,0.2105,0.00055,1
7.70902,0.06968,0.7416,0.4237,0.1760,0.01082,1
7.72063,0.08243,0.7265,0.4896,0.3050,0.08402,1
7.73224,0.08916,0.7464,0.5465,0.4047,0.07143,1
7.74385,0.09503,0.8011,0.5704,0.4579,0.04361,1
7.75546,0.09839,0.8163,0.5694,0.4807,0.01585,1
7.76707,0.10151,0.8048,0.5477,0.4812,0.00239,1
7.77868,0.10399,0.7631,0.4996,0.4586,0.00000,4
7.79029,0.10558,0.7081,0.4797,0.4239,0.00297,4
7.8019,0.10007,0.7137,0.4713,0.3911,0.00443,4
7.81351,0.08896,0.6992,0.4596,0.3634,0.00091,4
7.82512,0.08051,0.6785,0.4261,0.3324,0.00031,4
7.83673,0.07497,0.6434,0.3742,0.2978,0.00065,4
7.84834,0.06845,0.6214,0.3481,0.2579,0.00075,4
7.85995,0.06398,0.6117,0.3358,0.2060,0.00059,4
7.87156,0.05997,0.6035,0.3294,0.1321,0.00073,4
7.88317,0.05651,0.5956,0.3226,0.0391,0.00009,4
7.89478,0.05283,0.5841,0.3120,0.0166,0.00011,4
7.90639,0.05012,0.5743,0.3140,0.0161,0.00218,4
7.918,0.04810,0.5652,0.3036,0.0157,0.00040,4
7.92961,0.04467,0.5574,0.2986,0.0152,0.00002,4
7.94122,0.04377,0.5486,0.2998,0.0148,0.00142,4
7.95283,0.04180,0.5550,0.3633,0.0247,0.02978,4
7.96444,0.09613,0.6786,0.4896,0.2161,0.15687,4
7.97605,0.11742,0.7497,0.5854,0.3575,0.11580,6
7.98766,0.13138,0.8146,0.6352,0.4308,0.06366,9
7.99927,0.13951,0.8413,0.6521,0.4692,0.02942,8
8.01088,0.15041,0.8916,0.6440,0.4801,0.01592,8
8.02249,0.16699,0.8959,0.6129,0.4709,0.00378,6
8.0341,0.17905,0.8655,0.5594,0.4431,0.00002,0
8.04571,0.18384,0.7931,0.4696,0.4137,0.00000,0
8.05732,0.16369,0.7575,0.4075,0.3837,0.00539,0
8.06893,0.14984,0.7252,0.3864,0.3533,0.00141,1
8.08054,0.14110,0.6946,0.3741,0.3198,0.00107,1
8.09215,0.13795,0.6363,0.3516,0.2829,0.00082,0
8.10376,0.13207,0.5877,0.3463,0.2386,0.00316,0
8.11537,0.11509,0.6429,0.3449,0.1771,0.01587,1
8.12698,0.10008,0.6473,0.3329,0.0842,0.00293,1
8.13859,0.09254,0.6223,0.3259,0.0170,0.00130,1
8.1502,0.09087,0.6057,0.3187,0.0163,0.00093,1
8.16181,0.08882,0.6365,0.3224,0.0159,0.00918,1
8.17342,0.08383,0.6431,0.3189,0.0155,0.00333,1
8.18503,0.07449,0.6370,0.3206,0.0150,0.00383,1
8.19664,0.06384,0.6192,0.3183,0.0149,0.00171,1
8.20825,0.06549,0.6176,0.4030,0.0897,0.06928,1
8.21986,0.07171,0.6801,0.4996,0.3018,0.14527,1
8.23147,0.07929,0.7659,0.5620,0.4010,0.08467,4
8.24308,0.08653,0.8093,0.5908,0.4534,0.04258,6
8.25469,0.09044,0.8244,0.5945,0.4768,0.01611,8
8.2663,0.09433,0.8121,0.5723,0.4751,0.00230,8
8.27791,0.09789,0.7902,0.5253,0.4551,0.00023,8
8.28952,0.10029,0.7725,0.4791,0.4258,0.00142,8
8.30113,0.09573,0.7276,0.4726,0.3956,0.00172,8
8.31274,0.08839,0.7140,0.4645,0.3631,0.00304,8
8.32435,0.08137,0.6826,0.4392,0.3287,0.00031,8
8.33596,0.07401,0.6428,0.3904,0.2975,0.00032,8
8.34757,0.06980,0.6252,0.3802,0.2592,0.00206,8
8.35918,0.06516,0.6148,0.3826,0.2132,0.00411,8
8.37079,0.06110,0.6074,0.3610,0.1403,0.00030,8
8.3824,0.05717,0.5996,0.3557,0.0396,0.00174,8
8.39401,0.05364,0.5917,0.3544,0.0128,0.00084,8
8.40562,0.04976,0.5838,0.3487,0.0124,0.00161,8
8.41723,0.04791,0.5745,0.3540,0.0121,0.00289,8
8.42884,0.04464,0.5656,0.3405,0.0118,0.00004,8
8.44045,0.04379,0.5564,0.3414,0.0114,0.00177,8
8.45206,0.04097,0.5584,0.3637,0.0192,0.01337,8
8.46367,0.12200,0.6682,0.5084,0.2661,0.18641,8
8.47528,0.16472,0.7883,0.6166,0.4261,0.13475,6
8.48689,0.19005,0.8558,0.6729,0.5082,0.07069,8
8.4985,0.20033,0.8938,0.6970,0.5493,0.03465,6
8.51011,0.21425,0.9333,0.6917,0.5619,0.01480,6
8.52172,0.21802,0.9406,0.6566,0.5546,0.00360,6
8.53333,0.22696,0.9115,0.6250,0.5389,0.00163,1
8.54494,0.22951,0.8621,0.5763,0.5193,0.00046,0
8.55655,0.20571,0.8229,0.5472,0.4970,0.00080,0
8.56816,0.17491,0.8112,0.5251,0.4714,0.00109,0
8.57977,0.15367,0.7990,0.5123,0.4491,0.00290,0
8.59138,0.14157,0.8048,0.5051,0.4229,0.00371,0
8.60299,0.12407,0.7804,0.4923,0.3989,0.00175,1
8.6146,0.11963,0.7906,0.4799,0.3748,0.00334,1
8.62621,0.10339,0.7839,0.4763,0.3499,0.00217,1
8.63782,0.10143,0.7593,0.4623,0.3280,0.00143,1
8.64943,0.08647,0.7752,0.4414,0.3093,0.00520,1
8.66104,0.08507,0.7593,0.4014,0.2900,0.00094,1
8.67265,0.07308,0.7573,0.4031,0.2737,0.00521,1
8.68426,0.07044,0.7527,0.3966,0.2519,0.00148,1
8.69587,0.06297,0.7351,0.3915,0.2201,0.00235,1
8.70748,0.06543,0.7400,0.4014,0.1767,0.00821,1
8.71909,0.08234,0.7278,0.4738,0.2968,0.08232,1
8.7307,0.08940,0.7365,0.5272,0.3973,0.06978,1
8.74231,0.09526,0.7967,0.5556,0.4488,0.04602,1
8.75392,0.09822,0.8149,0.5626,0.4715,0.01793,1
8.76553,0.10172,0.8063,0.5450,0.4730,0.00300,1
8.77714,0.10401,0.7696,0.5027,0.4563,0.00071,4
8.78875,0.10532,0.7121,0.4670,0.4297,0.00118,4
8.80036,0.10384,0.7126,0.4630,0.3946,0.00447,4
8.81197,0.09043,0.6996,0.4517,0.3625,0.00072,4
8.82358,0.08102,0.6818,0.4167,0.3290,0.00054,4
8.83519,0.07442,0.6515,0.3633,0.2944,0.00127,4
8.8468,0.06975,0.6225,0.3478,0.2570,0.00217,4
8.85841,0.06380,0.6119,0.3367,0.2082,0.00057,4
8.87002,0.06084,0.6017,0.3236,0.1326,0.00040,4
8.88163,0.05749,0.5928,0.3147,0.0373,0.00101,4
8.89324,0.05338,0.5853,0.3105,0.0095,0.00045,4
8.90485,0.05010,0.5754,0.3095,0.0091,0.00196,4
8.91646,0.04847,0.5658,0.3095,0.0088,0.00061,4
8.92807,0.04624,0.5614,0.3179,0.0085,0.00408,4
8.93968,0.04381,0.5530,0.3130,0.0083,0.00004,4
8.95129,0.04148,0.5467,0.3502,0.0128,0.01668,4
8.9629,0.09601,0.6559,0.4605,0.1949,0.14514,4
8.97451,0.11692,0.7471,0.5765,0.3495,0.13279,6
8.98612,0.13138,0.8103,0.6407,0.4277,0.07060,9
8.99773,0.13848,0.8298,0.6657,0.4662,0.03073,8
9.00934,0.14707,0.8888,0.6600,0.4770,0.01737,8
9.02095,0.16279,0.8977,0.6243,0.4700,0.00372,6
9.03256,0.17712,0.8726,0.5663,0.4459,0.00025,0
9.04417,0.18358,0.7941,0.4841,0.4134,0.00064,0
9.05578,0.16391,0.7621,0.4164,0.3828,0.00606,0
9.06739,0.15081,0.7281,0.4044,0.3509,0.00262,0
9.079,0.14123,0.6991,0.3907,0.3164,0.00073,1
9.09061,0.13906,0.6469,0.3673,0.2777,0.00047,0
9.10222,0.13501,0.5926,0.3341,0.2356,0.00023,0
9.11383,0.12119,0.6370,0.3367,0.1772,0.01328,1
9.12544,0.10310,0.6462,0.3374,0.0924,0.00509,1
9.13705,0.09435,0.6245,0.3323,0.0148,0.00141,1
9.14866,0.09095,0.6007,0.3303,0.0127,0.00206,1
9.16027,0.08917,0.6344,0.3279,0.0123,0.00805,1
9.17188,0.08367,0.6442,0.3393,0.0120,0.00764,1
9.18349,0.07610,0.6383,0.3387,0.0117,0.00186,1
9.1951,0.06586,0.6241,0.3352,0.0113,0.00147,1
9.20671,0.06189,0.6184,0.3972,0.0523,0.04472,1
9.21832,0.06952,0.6629,0.4841,0.2716,0.14273,1
9.22993,0.07591,0.7575,0.5415,0.3856,0.09161,4
9.24154,0.08475,0.8068,0.5722,0.4454,0.04824,6
9.25315,0.08870,0.8242,0.5840,0.4743,0.02162,8
9.26476,0.09370,0.8154,0.5713,0.4789,0.00428,8
9.27637,0.09722,0.7920,0.5390,0.4620,0.00065,8
9.28798,0.09964,0.7754,0.4825,0.4366,0.00042,8
9.29959,0.09837,0.7356,0.4730,0.4081,0.00238,8
9.3112,0.08966,0.7181,0.4678,0.3755,0.00252,8
9.32281,0.08368,0.6859,0.4349,0.3425,0.00014,8
9.33442,0.07429,0.6488,0.3879,0.3098,0.00229,8
9.34603,0.07053,0.6269,0.3848,0.2700,0.00293,8
9.35764,0.06534,0.6191,0.3721,0.2214,0.00067,8
9.36925,0.06073,0.6106,0.3489,0.1504,0.00002,8
9.38086,0.05739,0.6013,0.3459,0.0562,0.00308,8
9.39247,0.05281,0.5923,0.3420,0.0167,0.00205,8
9.40408,0.05096,0.5839,0.3449,0.0162,0.00152,8
9.41569,0.04766,0.5754,0.3412,0.0158,0.00075,8
9.4273,0.04645,0.5668,0.3300,0.0153,0.00070,8
9.43891,0.04410,0.5559,0.3392,0.0149,0.00430,8
9.45052,0.04200,0.5549,0.3459,0.0149,0.00572,8
9.46213,0.11621,0.6462,0.4734,0.2228,0.15910,8
9.47374,0.15680,0.7741,0.5940,0.4058,0.15144,6
9.48535,0.18909,0.8501,0.6591,0.4941,0.07797,8
9.49696,0.19687,0.8869,0.6932,0.5387,0.03957,6
9.50857,0.21223,0.9289,0.6938,0.5575,0.01916,6
9.52018,0.21554,0.9407,0.6749,0.5571,0.00610,6
9.53179,0.22568,0.9167,0.6341,0.5398,0.00168,1
9.5434,0.22870,0.8717,0.5967,0.5174,0.00052,0
9.55501,0.20793,0.8253,0.5650,0.4923,0.00035,0
9.56662,0.18193,0.8154,0.5438,0.4706,0.00142,0
9.57823,0.15365,0.7889,0.5296,0.4478,0.00283,0
9.58984,0.14608,0.8071,0.5206,0.4273,0.00557,0
9.60145,0.12622,0.7819,0.4984,0.4029,0.00113,1
9.61306,0.12397,0.7907,0.4872,0.3757,0.00335,1
9.62467,0.10520,0.7832,0.4641,0.3500,0.00082,1
9.63628,0.10277,0.7304,0.4499,0.3320,0.00375,1
9.64789,0.08835,0.7758,0.4383,0.3118,0.01055,1
9.6595,0.08515,0.7648,0.4409,0.2938,0.00377,1
9.67111,0.07473,0.7582,0.4299,0.2713,0.00061,1
9.68272,0.07043,0.7533,0.4248,0.2440,0.00150,1
9.69433,0.06490,0.7349,0.4128,0.2164,0.00055,1
9.70594,0.06173,0.7406,0.4080,0.1803,0.00624,1
9.71755,0.08195,0.7314,0.4739,0.2776,0.06936,1
9.72916,0.09123,0.7394,0.5320,0.3982,0.07973,1
9.74077,0.09914,0.7919,0.5643,0.4615,0.05078,1
9.75238,0.10217,0.8132,0.5735,0.4943,0.02388,1
9.76399,0.10745,0.8090,0.5615,0.5045,0.00749,1
9.7756,0.11039,0.7759,0.5342,0.5015,0.00197,4
9.78721,0.11262,0.7184,0.4909,0.4878,0.00053,4
9.79882,0.11290,0.7137,0.4789,0.4708,0.00391,4
9.81043,0.10134,0.7017,0.4691,0.4618,0.00212,4
9.82204,0.09034,0.6837,0.4507,0.4519,0.00092,4
9.83365,0.08326,0.6570,0.4200,0.4405,0.00216,4
9.84526,0.07814,0.6186,0.4005,0.4365,0.00255,4
9.85687,0.07186,0.6139,0.3967,0.4328,0.00411,4
9.86848,0.06720,0.6005,0.3901,0.4250,0.00180,4
9.88009,0.06328,0.5951,0.3678,0.4132,0.00183,4
9.8917,0.05907,0.5880,0.3807,0.4049,0.00697,4
9.90331,0.05469,0.5800,0.3792,0.3938,0.00194,4
9.91492,0.05153,0.5729,0.3844,0.3815,0.00336,4
9.92653,0.04925,0.5627,0.3708,0.3700,0.00047,4
9.93814,0.04584,0.5545,0.3713,0.3624,0.00297,4
9.94975,0.04402,0.5389,0.3780,0.3525,0.00577,4
9.96136,0.04097,0.6090,0.4240,0.3424,0.03056,4
9.97297,0.03920,0.6464,0.4661,0.3347,0.02374,4
9.98458,0.03761,0.6478,0.4877,0.3317,0.01232,4
9.99619,0.03617,0.6217,0.4956,0.3280,0.00520,20
10.0078,0.03428,0.5619,0.4794,0.3172,0.00038,20
10.01941,0.03279,0.4428,0.4396,0.2968,0.00046,20
10.03102,0.03257,0.1938,0.3664,0.2592,0.00037,20
10.04263,0.03161,0.0772,0.2935,0.2129,0.00027,20
10.05424,0.03154,0.0912,0.2939,0.1630,0.00827,20
10.06585,0.03064,0.0682,0.3019,0.1495,0.00836,19
10.07746,0.03141,0.0943,0.3179,0.1634,0.01811,20
10.08907,0.03108,0.1221,0.3304,0.1787,0.01972,20
10.10068,0.03172,0.1522,0.3287,0.1887,0.01380,20
10.11229,0.03110,0.1747,0.3288,0.1922,0.01020,19
10.1239,0.03140,0.1857,0.3221,0.1987,0.00890,20
10.13551,0.03067,0.1885,0.3340,0.2103,0.01247,19
10.14712,0.03185,0.1593,0.3436,0.2185,0.00853,20
