t,level,bass,mid,treble,flux,argmax
10.15873,0.03127,0.1694,0.3429,0.2267,0.00943,19
10.17034,0.03169,0.1833,0.3531,0.2368,0.01282,20
10.18195,0.03033,0.1868,0.3619,0.2425,0.01157,19
10.19356,0.03172,0.2181,0.3632,0.2449,0.01086,20
10.20517,0.03147,0.2160,0.3481,0.2501,0.00568,19
10.21678,0.03196,0.1871,0.3580,0.2547,0.00898,20
10.22839,0.03083,0.1901,0.3568,0.2590,0.01058,19
10.24,0.03161,0.2099,0.3638,0.2631,0.01083,20
10.25161,0.03161,0.2408,0.3651,0.2690,0.01110,20
10.26322,0.03212,0.2640,0.3701,0.2740,0.01076,20
10.27483,0.03145,0.2559,0.3748,0.2779,0.00803,19
10.28644,0.03181,0.2511,0.3876,0.2824,0.01152,20
10.29805,0.03129,0.2623,0.3813,0.2873,0.00855,20
10.30966,0.03194,0.2685,0.3876,0.2943,0.01106,20
10.32127,0.03197,0.2560,0.3823,0.2969,0.00475,20
10.33288,0.03194,0.2739,0.3783,0.2981,0.00783,20
10.34449,0.03146,0.2906,0.3780,0.3005,0.00943,20
10.3561,0.03147,0.2816,0.3849,0.3032,0.00817,19
10.36771,0.03234,0.2543,0.3907,0.3052,0.00647,20
10.37932,0.03221,0.2219,0.3827,0.3088,0.00407,19
10.39093,0.03194,0.2340,0.3872,0.3105,0.01098,20
10.40254,0.03142,0.2619,0.3874,0.3136,0.01137,19
10.41415,0.03248,0.3105,0.3928,0.3178,0.01641,20
10.42576,0.03248,0.3211,0.3989,0.3250,0.01217,20
10.43737,0.03263,0.3233,0.3979,0.3250,0.00605,20
10.44898,0.03189,0.3205,0.4079,0.3260,0.00890,19
10.46059,0.03263,0.3134,0.4005,0.3298,0.00605,20
10.4722,0.03205,0.2718,0.3969,0.3328,0.00592,19
10.48381,0.03307,0.2883,0.4008,0.3305,0.00931,20
10.49542,0.03230,0.2615,0.4067,0.3302,0.00599,19
10.50703,0.03291,0.2617,0.4092,0.3352,0.00976,20
10.51864,0.03197,0.2769,0.4055,0.3406,0.00985,20
10.53025,0.03336,0.2983,0.4102,0.3418,0.01241,20
10.54186,0.03321,0.2912,0.4120,0.3474,0.00815,19
10.55347,0.03345,0.2888,0.4186,0.3510,0.00693,20
10.56508,0.03237,0.2677,0.4155,0.3537,0.00580,19
10.57669,0.03335,0.3009,0.4119,0.3517,0.01062,20
10.5883,0.03339,0.3041,0.4164,0.3518,0.01074,19
10.59991,0.03381,0.3261,0.4284,0.3510,0.01121,20
10.61152,0.03280,0.3111,0.4300,0.3539,0.00647,20
10.62313,0.03347,0.2773,0.4343,0.3586,0.00824,20
10.63474,0.03338,0.2752,0.4332,0.3629,0.00709,20
10.64635,0.03412,0.3196,0.4222,0.3615,0.01291,20
10.65796,0.03398,0.3350,0.4279,0.3629,0.01099,20
10.66957,0.03395,0.3622,0.4334,0.3621,0.01037,20
10.68118,0.03394,0.3760,0.4351,0.3640,0.00824,19
10.69279,0.03422,0.3674,0.4405,0.3700,0.00841,19
10.7044,0.03479,0.3531,0.4399,0.3728,0.00571,19
10.71601,0.03478,0.3714,0.4335,0.3764,0.00880,19
10.72762,0.03430,0.3731,0.4316,0.3786,0.00666,19
10.73923,0.03411,0.3314,0.4327,0.3774,0.00601,20
10.75084,0.03495,0.3094,0.4425,0.3781,0.00875,20
10.76245,0.03495,0.2918,0.4351,0.3818,0.00397,20
10.77406,0.03478,0.3266,0.4300,0.3813,0.01114,20
10.78567,0.03402,0.3540,0.4294,0.3802,0.01066,19
10.79728,0.03498,0.3726,0.4335,0.3788,0.00951,20
10.80889,0.03454,0.3848,0.4445,0.3775,0.00887,19
10.8205,0.03532,0.3849,0.4509,0.3815,0.00852,19
10.83211,0.03450,0.3707,0.4424,0.3836,0.00405,19
10.84372,0.03535,0.3696,0.4412,0.3867,0.00991,20
10.85533,0.03486,0.3837,0.4511,0.3901,0.01203,20
10.86694,0.03590,0.4032,0.4546,0.3934,0.00928,20
10.87855,0.03548,0.3967,0.4443,0.3928,0.00515,19
10.89016,0.03608,0.3900,0.4274,0.3938,0.00608,20
10.90177,0.03527,0.3795,0.4361,0.3914,0.00868,20
10.91338,0.03648,0.3787,0.4428,0.3925,0.00871,20
10.92499,0.03630,0.3490,0.4379,0.3919,0.00438,19
10.9366,0.03687,0.3475,0.4405,0.3897,0.00639,20
10.94821,0.03595,0.3472,0.4480,0.3901,0.00952,20
10.95982,0.03700,0.3154,0.4616,0.3925,0.00872,20
10.97143,0.03705,0.3507,0.4589,0.3970,0.01267,19
10.98304,0.03750,0.3558,0.4608,0.4013,0.00854,20
10.99465,0.03701,0.3566,0.4626,0.4039,0.00809,20
11.00626,0.03701,0.3417,0.4644,0.4057,0.00743,20
11.01787,0.03719,0.3537,0.4644,0.4039,0.00711,19
11.02948,0.03753,0.3591,0.4652,0.3993,0.00604,19
11.04109,0.03755,0.3606,0.4584,0.3985,0.00613,20
11.0527,0.03747,0.3810,0.4576,0.4049,0.01212,20
11.06431,0.03748,0.3937,0.4567,0.4119,0.01000,20
11.07592,0.03757,0.3794,0.4526,0.4115,0.00467,20
11.08753,0.03833,0.3991,0.4533,0.4106,0.00881,20
11.09914,0.03829,0.3912,0.4612,0.4093,0.00911,20
11.11075,0.03835,0.4017,0.4609,0.4101,0.00872,20
11.12236,0.03768,0.4009,0.4570,0.4168,0.00772,19
11.13397,0.03898,0.3982,0.4649,0.4188,0.00846,20
11.14558,0.03868,0.3615,0.4647,0.4183,0.00572,19
11.15719,0.03879,0.2798,0.4753,0.4213,0.00861,20
11.1688,0.03799,0.2975,0.4766,0.4206,0.00880,19
11.18041,0.03890,0.3294,0.4701,0.4207,0.00937,20
11.19202,0.03860,0.3658,0.4606,0.4229,0.01097,19
11.20363,0.03943,0.3764,0.4614,0.4232,0.00935,19
11.21524,0.03883,0.3696,0.4757,0.4198,0.00709,19
11.22685,0.03932,0.3915,0.4755,0.4236,0.01198,19
11.23846,0.03885,0.4175,0.4806,0.4280,0.01219,19
11.25007,0.04009,0.4219,0.4710,0.4314,0.00529,20
11.26168,0.03986,0.4223,0.4601,0.4309,0.00543,19
11.27329,0.04037,0.4225,0.4584,0.4287,0.00681,19
11.2849,0.03978,0.4041,0.4585,0.4245,0.00470,19
11.29651,0.04038,0.3931,0.4536,0.4263,0.00554,19
11.30812,0.04065,0.3705,0.4610,0.4264,0.00678,19
11.31973,0.04089,0.3942,0.4685,0.4295,0.01556,20
11.33134,0.04007,0.4032,0.4712,0.4277,0.00798,20
11.34295,0.04057,0.3962,0.4803,0.4287,0.00794,19
11.35456,0.04080,0.4035,0.4715,0.4289,0.00501,19
11.36617,0.04105,0.3812,0.4760,0.4269,0.00564,20
11.37778,0.04084,0.3763,0.4746,0.4295,0.00662,20
11.38939,0.04146,0.3473,0.4773,0.4356,0.00883,20
11.401,0.04170,0.3514,0.4914,0.4338,0.01037,20
11.41261,0.04225,0.3715,0.4925,0.4325,0.00788,20
11.42422,0.04290,0.3899,0.4847,0.4331,0.00746,19
11.43583,0.04244,0.3636,0.4810,0.4377,0.00672,19
11.44744,0.04265,0.3766,0.4693,0.4398,0.00765,19
11.45905,0.04267,0.3659,0.4744,0.4412,0.00708,19
11.47066,0.04360,0.3537,0.4676,0.4433,0.00593,20
11.48227,0.04331,0.3861,0.4702,0.4460,0.01481,20
11.49388,0.04348,0.4029,0.4735,0.4421,0.01165,20
11.50549,0.04269,0.4249,0.4820,0.4419,0.01193,19
11.5171,0.04357,0.4074,0.4826,0.4430,0.00482,20
11.52871,0.04401,0.4028,0.4801,0.4426,0.00705,20
11.54032,0.04440,0.4342,0.4840,0.4377,0.00958,20
11.55193,0.04344,0.4442,0.4836,0.4416,0.00837,19
11.56354,0.04448,0.4193,0.4810,0.4427,0.00431,20
11.57515,0.04427,0.4013,0.4862,0.4443,0.00916,20
11.58676,0.04493,0.3813,0.4893,0.4474,0.00651,20
11.59837,0.04449,0.4026,0.4808,0.4462,0.00819,19
11.60998,0.04503,0.4021,0.4753,0.4459,0.00449,19
11.62159,0.04421,0.3808,0.4736,0.4484,0.00552,19
11.6332,0.04490,0.3557,0.4735,0.4465,0.00386,20
11.64481,0.04502,0.3807,0.4661,0.4474,0.00890,20
11.65642,0.04491,0.3850,0.4810,0.4486,0.01073,20
11.66803,0.04430,0.4197,0.4833,0.4468,0.01130,19
11.67964,0.04540,0.4483,0.4897,0.4475,0.01253,19
11.69125,0.04598,0.4566,0.4886,0.4507,0.00781,19
11.70286,0.04632,0.4538,0.4855,0.4540,0.00690,19
11.71447,0.04612,0.4336,0.4790,0.4558,0.00445,19
11.72608,0.04643,0.4141,0.4789,0.4549,0.00524,20
11.73769,0.04684,0.3997,0.4788,0.4554,0.00541,19
11.7493,0.04733,0.4028,0.4872,0.4546,0.01159,19
11.76091,0.04741,0.4304,0.4917,0.4528,0.01153,20
11.77252,0.04689,0.4615,0.4816,0.4491,0.01007,20
11.78413,0.04711,0.4633,0.4849,0.4487,0.00903,20
11.79574,0.04727,0.4517,0.4859,0.4529,0.00710,19
11.80735,0.04766,0.4338,0.4896,0.4578,0.00856,19
11.81896,0.04782,0.3940,0.4912,0.4629,0.00694,20
11.83057,0.04804,0.3460,0.4868,0.4678,0.00460,20
11.84218,0.04756,0.3580,0.4851,0.4668,0.00602,20
11.85379,0.04848,0.4005,0.4779,0.4607,0.01227,19
11.8654,0.04833,0.4353,0.4877,0.4630,0.01554,19
11.87701,0.04912,0.4501,0.4899,0.4632,0.00883,19
11.88862,0.04856,0.4501,0.4909,0.4606,0.00652,20
11.90023,0.04949,0.4340,0.5002,0.4595,0.00839,20
11.91184,0.04908,0.4580,0.5042,0.4684,0.01275,19
11.92345,0.04965,0.4782,0.5021,0.4735,0.01033,19
11.93506,0.04895,0.4869,0.5042,0.4738,0.00642,19
11.94667,0.04935,0.4635,0.5020,0.4709,0.00437,19
11.95828,0.09086,0.4304,0.5064,0.4689,0.00544,19
11.96989,0.10778,0.7045,0.5700,0.4703,0.07809,9
11.9815,0.12765,0.8031,0.6209,0.4807,0.04256,9
11.99311,0.13701,0.8395,0.6500,0.5000,0.02651,9
12.00472,0.14248,0.8690,0.6536,0.5040,0.01106,8
12.01633,0.15735,0.8980,0.6263,0.4915,0.00642,8
12.02794,0.17340,0.8867,0.5677,0.4696,0.00133,0
12.03955,0.18249,0.8310,0.4730,0.4394,0.00026,0
12.05116,0.16882,0.7796,0.4019,0.4052,0.00441,0
12.06277,0.15956,0.7408,0.3602,0.3765,0.00213,0
12.07438,0.14630,0.7129,0.3465,0.3419,0.00121,1
12.08599,0.14199,0.6737,0.3235,0.3110,0.00035,1
12.0976,0.14044,0.5866,0.2873,0.2698,0.00077,0
12.10921,0.12760,0.6162,0.2972,0.2185,0.01616,0
12.12082,0.10883,0.6448,0.2831,0.1489,0.00673,1
12.13243,0.09553,0.6356,0.2764,0.0570,0.00156,1
12.14404,0.09141,0.5952,0.2690,0.0344,0.00044,1
12.15565,0.08936,0.6269,0.2735,0.0335,0.00834,1
12.16726,0.08529,0.6436,0.2757,0.0326,0.00530,1
12.17887,0.07691,0.6409,0.2760,0.0317,0.00179,1
12.19048,0.06867,0.6288,0.2749,0.0309,0.00125,1
12.20209,0.06018,0.6060,0.3251,0.0345,0.02028,1
12.2137,0.06920,0.6040,0.4252,0.2203,0.12539,1
12.22531,0.07452,0.7281,0.4859,0.3674,0.11376,1
12.23692,0.08287,0.7907,0.5275,0.4423,0.06121,4
12.24853,0.08860,0.8200,0.5445,0.4811,0.02980,7
12.26014,0.09214,0.8216,0.5393,0.4927,0.00856,8
12.27175,0.09590,0.8013,0.5127,0.4832,0.00062,8
12.28336,0.09880,0.7825,0.4593,0.4538,0.00023,8
12.29497,0.10091,0.7589,0.4429,0.4182,0.00129,8
12.30658,0.09242,0.7269,0.4444,0.3857,0.00206,8
12.31819,0.08540,0.6983,0.4186,0.3569,0.00086,8
12.3298,0.07720,0.6663,0.3796,0.3271,0.00128,8
12.34141,0.07095,0.6279,0.3447,0.2876,0.00064,8
12.35302,0.06762,0.6221,0.3304,0.2457,0.00098,8
12.36463,0.06277,0.6114,0.3101,0.1855,0.00040,8
12.37624,0.05878,0.6034,0.2910,0.1021,0.00062,8
12.38785,0.05495,0.5956,0.2979,0.0286,0.00325,8
12.39946,0.05160,0.5878,0.2867,0.0268,0.00027,8
12.41107,0.04966,0.5800,0.2936,0.0261,0.00325,8
12.42268,0.04693,0.5699,0.2922,0.0254,0.00028,8
12.43429,0.04411,0.5602,0.2847,0.0246,0.00069,8
12.4459,0.04243,0.5522,0.2922,0.0240,0.00261,8
12.45751,0.09573,0.5673,0.3760,0.0961,0.06633,8
12.46912,0.14345,0.7334,0.5525,0.3608,0.21608,8
12.48073,0.17570,0.8280,0.6281,0.4766,0.09831,8
12.49234,0.19156,0.8729,0.6683,0.5355,0.04983,6
12.50395,0.20371,0.9151,0.6814,0.5637,0.02596,6
12.51556,0.21482,0.9399,0.6654,0.5667,0.00946,6
12.52717,0.22398,0.9321,0.6308,0.5532,0.00244,6
12.53878,0.22830,0.8828,0.5779,0.5322,0.00049,1
12.55039,0.21790,0.8379,0.5509,0.5053,0.00371,0
12.562,0.19263,0.8167,0.5354,0.4860,0.00142,0
12.57361,0.16847,0.7886,0.5134,0.4657,0.00242,0
12.58522,0.15331,0.8049,0.4947,0.4434,0.00471,0
12.59683,0.13913,0.7962,0.4802,0.4219,0.00230,0
12.60844,0.12472,0.7869,0.4472,0.3991,0.00058,1
12.62005,0.10913,0.7882,0.4365,0.3686,0.00291,1
12.63166,0.10246,0.7721,0.4322,0.3463,0.00223,1
12.64327,0.08973,0.7738,0.4227,0.3236,0.00329,1
12.65488,0.08399,0.7734,0.4138,0.2990,0.00230,1
12.66649,0.07679,0.7521,0.4036,0.2762,0.00156,1
12.6781,0.06959,0.7559,0.3840,0.2571,0.00324,1
12.68971,0.06717,0.7422,0.3663,0.2348,0.00173,1
12.70132,0.05967,0.7388,0.3531,0.2046,0.00183,1
12.71293,0.07477,0.7399,0.4143,0.2128,0.03144,1
12.72454,0.08471,0.7335,0.4607,0.3605,0.08630,1
12.73615,0.09302,0.7727,0.4982,0.4412,0.05809,1
12.74776,0.09850,0.8086,0.5074,0.4809,0.02921,1
12.75937,0.09977,0.8130,0.4985,0.4925,0.00834,1
12.77098,0.10297,0.7930,0.4746,0.4826,0.00068,1
12.78259,0.10503,0.7406,0.4325,0.4520,0.00005,4
12.7942,0.10682,0.7096,0.4397,0.4147,0.00431,4
12.8058,0.09731,0.7092,0.4407,0.3833,0.00211,4
12.81741,0.08721,0.6931,0.4236,0.3519,0.00055,4
12.82902,0.07774,0.6712,0.3814,0.3217,0.00070,4
12.84063,0.07111,0.6291,0.3332,0.2879,0.00051,4
12.85224,0.06735,0.6166,0.3023,0.2467,0.00018,4
12.86385,0.06346,0.6068,0.2706,0.1866,0.00051,4
12.87546,0.05804,0.5974,0.2617,0.0997,0.00147,4
12.88707,0.05532,0.5889,0.2546,0.0226,0.00023,4
12.89868,0.05280,0.5796,0.2582,0.0205,0.00193,4
12.91029,0.04975,0.5744,0.2602,0.0199,0.00220,4
12.9219,0.04680,0.5657,0.2676,0.0193,0.00282,4
12.93351,0.04493,0.5564,0.2650,0.0187,0.00069,4
12.94512,0.04233,0.5499,0.2683,0.0181,0.00165,4
12.95673,0.08059,0.5750,0.3691,0.0642,0.06357,4
12.96834,0.10264,0.7199,0.5228,0.2982,0.19013,4
12.97995,0.12117,0.7763,0.5963,0.4114,0.09086,9
12.99156,0.13258,0.8214,0.6303,0.4689,0.04754,8
13.00317,0.14023,0.8653,0.6362,0.4943,0.02275,8
13.01478,0.15550,0.8969,0.6190,0.4944,0.00911,8
13.02639,0.17202,0.8906,0.5744,0.4743,0.00179,0
13.038,0.18151,0.8432,0.4869,0.4405,0.00000,0
13.04961,0.17147,0.7852,0.4094,0.4030,0.00157,0
13.06122,0.16012,0.7436,0.3730,0.3739,0.00256,0
13.07283,0.14868,0.7177,0.3578,0.3446,0.00056,1
13.08444,0.14266,0.6825,0.3440,0.3091,0.00052,1
13.09605,0.14019,0.6091,0.3140,0.2713,0.00058,0
13.10766,0.12788,0.6032,0.2882,0.2252,0.00438,0
13.11927,0.10899,0.6437,0.2780,0.1576,0.01137,1
13.13088,0.09568,0.6365,0.2645,0.0635,0.00181,1
13.14249,0.09117,0.6010,0.2705,0.0273,0.00285,1
13.1541,0.08955,0.6243,0.2733,0.0266,0.00652,1
13.16571,0.08612,0.6433,0.2792,0.0258,0.00668,1
13.17732,0.07840,0.6443,0.2809,0.0251,0.00302,1
13.18893,0.06927,0.6334,0.2819,0.0244,0.00124,1
13.20054,0.06015,0.6075,0.3121,0.0260,0.01174,1
13.21215,0.06721,0.6056,0.4132,0.1851,0.11351,1
13.22376,0.07281,0.7165,0.4798,0.3593,0.12546,1
13.23537,0.08178,0.7838,0.5118,0.4406,0.06235,4
13.24698,0.08761,0.8187,0.5341,0.4829,0.03408,6
13.25859,0.09153,0.8228,0.5304,0.4971,0.00949,8
13.2702,0.09590,0.8044,0.5038,0.4865,0.00072,8
13.28181,0.09864,0.7849,0.4577,0.4587,0.00017,8
13.29342,0.10112,0.7638,0.4504,0.4262,0.00287,8
13.30503,0.09351,0.7255,0.4447,0.3920,0.00084,8
13.31664,0.08758,0.7015,0.4308,0.3600,0.00229,8
13.32825,0.07815,0.6701,0.3873,0.3281,0.00066,8
13.33986,0.07229,0.6294,0.3486,0.2936,0.00101,8
13.35147,0.06819,0.6230,0.3365,0.2564,0.00352,8
13.36308,0.06326,0.6153,0.3067,0.2013,0.00088,8
13.37469,0.05876,0.6063,0.2987,0.1237,0.00361,8
13.3863,0.05523,0.5960,0.2958,0.0410,0.00053,8
13.39791,0.05192,0.5877,0.2909,0.0341,0.00077,8
13.40952,0.04985,0.5792,0.2943,0.0332,0.00192,8
13.42113,0.04628,0.5712,0.2831,0.0323,0.00083,8
13.43274,0.04497,0.5615,0.2915,0.0314,0.00311,8
13.44435,0.04237,0.5519,0.2889,0.0305,0.00026,8
13.45596,0.08216,0.5662,0.3640,0.0648,0.04651,8
13.46757,0.13656,0.7173,0.5385,0.3451,0.21979,8
13.47918,0.16908,0.8167,0.6263,0.4687,0.10677,6
13.49079,0.19025,0.8689,0.6648,0.5303,0.05205,8
13.5024,0.20190,0.9089,0.6741,0.5580,0.02424,6
13.51401,0.21413,0.9383,0.6682,0.5648,0.01197,6
13.52562,0.22340,0.9340,0.6457,0.5547,0.00325,6
13.53723,0.22794,0.8868,0.6047,0.5350,0.00050,1
13.54884,0.22251,0.8453,0.5538,0.5117,0.00111,0
13.56045,0.19729,0.8222,0.5300,0.4915,0.00133,0
13.57206,0.17406,0.8054,0.5200,0.4703,0.00205,0
13.58367,0.15464,0.8075,0.5095,0.4457,0.00231,0
13.59528,0.14073,0.7990,0.4934,0.4217,0.00126,0
13.60689,0.12597,0.7835,0.4767,0.3935,0.00138,1
13.6185,0.10955,0.7908,0.4668,0.3684,0.00362,1
13.63011,0.10280,0.7807,0.4461,0.3465,0.00130,1
13.64172,0.09109,0.7705,0.4257,0.3311,0.00084,1
13.65333,0.08441,0.7735,0.4142,0.3096,0.00282,1
13.66494,0.07822,0.7507,0.4172,0.2862,0.00361,1
13.67655,0.07010,0.7576,0.3803,0.2646,0.00352,1
13.68816,0.06790,0.7454,0.3953,0.2428,0.00839,1
13.69977,0.06023,0.7378,0.3647,0.2113,0.00039,1
13.71138,0.07484,0.7409,0.4183,0.2026,0.02443,1
13.72299,0.08436,0.7306,0.4690,0.3465,0.08650,1
13.7346,0.09173,0.7640,0.5114,0.4325,0.06164,1
13.74621,0.09847,0.8054,0.5218,0.4779,0.03342,1
13.75782,0.09923,0.8147,0.5125,0.4930,0.01048,1
13.76943,0.10261,0.7972,0.4905,0.4862,0.00120,1
13.78104,0.10432,0.7493,0.4375,0.4640,0.00013,4
13.79265,0.10692,0.7065,0.4495,0.4289,0.00599,4
13.80426,0.09732,0.7107,0.4452,0.3983,0.00292,4
13.81587,0.08791,0.6966,0.4306,0.3624,0.00109,4
13.82748,0.07966,0.6747,0.3837,0.3323,0.00037,4
13.83909,0.07180,0.6336,0.3322,0.2997,0.00062,4
13.8507,0.06812,0.6166,0.2948,0.2589,0.00012,4
13.86231,0.06444,0.6077,0.2843,0.2069,0.00131,4
13.87392,0.05983,0.6001,0.2764,0.1288,0.00305,4
13.88553,0.05514,0.5908,0.2681,0.0427,0.00060,4
13.89714,0.05269,0.5839,0.2682,0.0342,0.00105,4
13.90875,0.04998,0.5770,0.2719,0.0332,0.00150,4
13.92036,0.04697,0.5690,0.2683,0.0323,0.00087,4
13.93197,0.04411,0.5588,0.2690,0.0315,0.00089,4
13.94358,0.04343,0.5479,0.2629,0.0305,0.00087,4
13.95519,0.05943,0.5740,0.3557,0.0503,0.04866,4
13.9668,0.10257,0.7052,0.5120,0.2640,0.17889,4
13.97841,0.11940,0.7635,0.5988,0.3840,0.09969,6
13.99002,0.13274,0.8187,0.6421,0.4474,0.05494,8
14.00163,0.14022,0.8574,0.6541,0.4780,0.02583,8
14.01324,0.15504,0.8944,0.6351,0.4865,0.01172,8
14.02485,0.17077,0.8927,0.5891,0.4735,0.00214,0
14.03646,0.18146,0.8534,0.5047,0.4461,0.00014,0
14.04807,0.17976,0.7885,0.4004,0.4103,0.00017,0
14.05968,0.16038,0.7488,0.3672,0.3777,0.00586,0
14.07129,0.14971,0.7202,0.3506,0.3468,0.00085,1
14.0829,0.14235,0.6886,0.3257,0.3208,0.00114,1
14.09451,0.13992,0.6203,0.3032,0.2839,0.00085,0
14.10612,0.12887,0.5889,0.2905,0.2369,0.00339,0
14.11773,0.11137,0.6445,0.2816,0.1742,0.01347,1
14.12934,0.09637,0.6414,0.2644,0.0860,0.00159,1
14.14095,0.09097,0.6075,0.2562,0.0347,0.00146,1
14.15256,0.09012,0.6159,0.2634,0.0337,0.00445,1
14.16417,0.08719,0.6402,0.2701,0.0328,0.00805,1
14.17578,0.08025,0.6447,0.2749,0.0319,0.00465,1
14.18739,0.07012,0.6340,0.2740,0.0310,0.00086,1
14.199,0.06048,0.6109,0.2910,0.0309,0.00607,1
14.21061,0.06420,0.6114,0.3987,0.1492,0.09735,1
14.22222,0.07081,0.7039,0.4689,0.3328,0.12835,1
14.23383,0.08086,0.7778,0.5067,0.4250,0.07098,4
14.24544,0.08637,0.8149,0.5339,0.4719,0.03851,6
14.25705,0.09090,0.8236,0.5332,0.4909,0.01270,8
14.26866,0.09469,0.8079,0.5107,0.4864,0.00177,8
14.28027,0.09826,0.7870,0.4654,0.4622,0.00044,8
14.29188,0.10048,0.7680,0.4444,0.4291,0.00213,8
14.30349,0.09489,0.7237,0.4443,0.3946,0.00306,8
14.3151,0.08827,0.7057,0.4313,0.3629,0.00186,8
14.32671,0.07898,0.6760,0.3945,0.3361,0.00036,8
14.33832,0.07267,0.6332,0.3548,0.2995,0.00106,8
14.34993,0.06828,0.6234,0.3356,0.2537,0.00121,8
14.36154,0.06291,0.6151,0.3122,0.1943,0.00092,8
14.37315,0.05944,0.6068,0.3031,0.1189,0.00202,8
14.38476,0.05479,0.5987,0.2892,0.0364,0.00025,8
14.39637,0.05298,0.5871,0.2938,0.0270,0.00260,8
14.40798,0.04969,0.5793,0.2933,0.0263,0.00081,8
14.41959,0.04777,0.5712,0.2872,0.0255,0.00066,8
14.4312,0.04494,0.5635,0.2934,0.0248,0.00284,8
14.44281,0.04328,0.5562,0.2799,0.0241,0.00045,8
14.45442,0.04827,0.5644,0.3463,0.0443,0.03584,8
14.46603,0.13029,0.7011,0.5221,0.3245,0.21792,8
14.47764,0.16904,0.8068,0.6288,0.4585,0.11931,6
14.48925,0.19042,0.8643,0.6797,0.5254,0.05965,8
14.50086,0.20260,0.9031,0.6966,0.5568,0.02779,6
14.51247,0.21434,0.9362,0.6845,0.5637,0.01146,6
14.52408,0.22181,0.9367,0.6491,0.5560,0.00327,6
14.53569,0.22746,0.8972,0.6063,0.5380,0.00153,1
14.5473,0.23014,0.8499,0.5508,0.5151,0.00087,0
14.55891,0.20129,0.8203,0.5286,0.4919,0.00027,0
14.57052,0.17202,0.8041,0.5044,0.4670,0.00094,0
14.58213,0.15433,0.8041,0.5008,0.4428,0.00388,0
14.59374,0.13900,0.8015,0.4905,0.4179,0.00134,0
14.60535,0.12554,0.7796,0.4654,0.3971,0.00092,1
14.61696,0.11281,0.7917,0.4483,0.3677,0.00366,1
14.62857,0.10405,0.7795,0.4369,0.3415,0.00093,1
14.64018,0.09694,0.7709,0.4326,0.3198,0.00260,1
14.65179,0.08478,0.7736,0.4192,0.3022,0.00369,1
14.6634,0.08253,0.7537,0.4036,0.2858,0.00214,1
14.67501,0.07019,0.7566,0.3876,0.2678,0.00424,1
14.68662,0.06937,0.7487,0.3757,0.2440,0.00223,1
14.69823,0.05944,0.7368,0.3576,0.2132,0.00231,1
14.70984,0.07204,0.7422,0.3986,0.1830,0.01746,1
14.72145,0.08253,0.7271,0.4539,0.3232,0.08581,1
14.73306,0.08974,0.7528,0.4905,0.4207,0.06380,1
14.74467,0.09515,0.8027,0.5006,0.4706,0.03747,1
14.75628,0.09882,0.8147,0.5000,0.4874,0.01376,1
14.76789,0.10133,0.8014,0.4756,0.4835,0.00193,1
14.7795,0.10359,0.7581,0.4440,0.4598,0.00118,4
14.79111,0.10590,0.7076,0.4360,0.4276,0.00365,4
14.80272,0.09885,0.7125,0.4485,0.3938,0.00793,4
14.81433,0.08775,0.6989,0.4332,0.3653,0.00039,4
14.82594,0.08074,0.6772,0.3911,0.3340,0.00030,4
14.83755,0.07455,0.6401,0.3312,0.3004,0.00033,4
14.84916,0.06832,0.6187,0.2988,0.2554,0.00019,4
14.86077,0.06385,0.6107,0.2868,0.1978,0.00140,4
14.87238,0.06008,0.6034,0.2719,0.1233,0.00026,4
14.88399,0.05568,0.5944,0.2731,0.0355,0.00093,4
14.8956,0.05275,0.5859,0.2706,0.0206,0.00014,4
14.90721,0.05036,0.5748,0.2644,0.0200,0.00061,4
14.91882,0.04700,0.5676,0.2658,0.0194,0.00080,4
14.93043,0.04476,0.5579,0.2579,0.0189,0.00030,4
14.94204,0.04330,0.5460,0.2562,0.0183,0.00061,4
14.95365,0.04173,0.5627,0.3437,0.0335,0.04245,4
14.96526,0.09981,0.6888,0.4865,0.2395,0.16984,4
14.97687,0.11840,0.7526,0.5816,0.3826,0.11535,6
14.98848,0.13183,0.8157,0.6294,0.4540,0.06175,9
15.00009,0.14015,0.8473,0.6453,0.4868,0.02677,8
15.0117,0.15239,0.8926,0.6306,0.4928,0.01247,8
15.02331,0.16892,0.8961,0.5884,0.4768,0.00258,0
15.03492,0.17987,0.8621,0.5090,0.4466,0.00000,0
15.04653,0.18466,0.7928,0.4296,0.4102,0.00052,0
15.05814,0.16154,0.7533,0.3804,0.3783,0.00469,0
15.06975,0.15010,0.7228,0.3412,0.3468,0.00097,1
15.08136,0.14109,0.6923,0.3247,0.3152,0.00160,1
15.09297,0.13885,0.6311,0.3009,0.2846,0.00071,0
15.10458,0.13067,0.5803,0.2985,0.2409,0.00633,0
15.11619,0.11412,0.6438,0.2856,0.1789,0.01352,1
15.1278,0.09853,0.6459,0.2808,0.0931,0.00307,1
15.13941,0.09220,0.6179,0.2715,0.0276,0.00111,1
15.15102,0.09081,0.6084,0.2673,0.0267,0.00027,1
15.16263,0.08839,0.6368,0.2622,0.0260,0.00688,1
15.17424,0.08310,0.6429,0.2692,0.0252,0.00541,1
15.18585,0.07316,0.6357,0.2682,0.0245,0.00173,1
15.19746,0.06248,0.6165,0.2614,0.0236,0.00043,1
15.20907,0.06396,0.6161,0.3876,0.1139,0.09044,1
15.22068,0.07114,0.6892,0.4659,0.3233,0.13955,1
